id,layer,family,name,export_name,request_type,status,target,differentiability,fusion_tags,source_tags
alpha.optimizer.adadelta,alpha,optimizer,adadelta,optimizerAdadelta,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.adafactor,alpha,optimizer,adafactor,optimizerAdafactor,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.adagrad,alpha,optimizer,adagrad,optimizerAdagrad,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.adam,alpha,optimizer,adam,optimizerAdam,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.adam-w,alpha,optimizer,adamW,optimizerAdamW,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.amsgrad,alpha,optimizer,amsgrad,optimizerAmsgrad,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.blockwise-optimizer-update,alpha,optimizer,blockwiseOptimizerUpdate,optimizerBlockwiseOptimizerUpdate,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.conservation-projected-update,alpha,optimizer,conservationProjectedUpdate,optimizerConservationProjectedUpdate,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.distributed-shampoo,alpha,optimizer,distributedShampoo,optimizerDistributedShampoo,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.ekfac,alpha,optimizer,ekfac,optimizerEkfac,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.ema,alpha,optimizer,ema,optimizerEma,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.event-triggered-optimizer-step,alpha,optimizer,eventTriggeredOptimizerStep,optimizerEventTriggeredOptimizerStep,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.gradient-trust-ratio,alpha,optimizer,gradientTrustRatio,optimizerGradientTrustRatio,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.kfac,alpha,optimizer,kfac,optimizerKfac,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.lamb,alpha,optimizer,lamb,optimizerLamb,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.lars,alpha,optimizer,lars,optimizerLars,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.learning-rate-schedule,alpha,optimizer,learningRateSchedule,optimizerLearningRateSchedule,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.lion,alpha,optimizer,lion,optimizerLion,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.lookahead,alpha,optimizer,lookahead,optimizerLookahead,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.loss-scale-update,alpha,optimizer,lossScaleUpdate,optimizerLossScaleUpdate,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.low-rank-optimizer-update,alpha,optimizer,lowRankOptimizerUpdate,optimizerLowRankOptimizerUpdate,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.muon,alpha,optimizer,muon,optimizerMuon,OptimizerRequest,research,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.nadam,alpha,optimizer,nadam,optimizerNadam,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.natural-gradient,alpha,optimizer,naturalGradient,optimizerNaturalGradient,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.nesterov,alpha,optimizer,nesterov,optimizerNesterov,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.newton-schulz,alpha,optimizer,newtonSchulz,optimizerNewtonSchulz,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.optimizer-state-offload,alpha,optimizer,optimizerStateOffload,optimizerOptimizerStateOffload,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.optimizer-state-quantize,alpha,optimizer,optimizerStateQuantize,optimizerOptimizerStateQuantize,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.optimizer-state-shard,alpha,optimizer,optimizerStateShard,optimizerOptimizerStateShard,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.orthogonalized-momentum,alpha,optimizer,orthogonalizedMomentum,optimizerOrthogonalizedMomentum,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.polar-sigma-delta-update,alpha,optimizer,polarSigmaDeltaUpdate,optimizerPolarSigmaDeltaUpdate,OptimizerRequest,research,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.polyak-average,alpha,optimizer,polyakAverage,optimizerPolyakAverage,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.radam,alpha,optimizer,radam,optimizerRadam,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.rmsprop,alpha,optimizer,rmsprop,optimizerRmsprop,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.sgd,alpha,optimizer,sgd,optimizerSgd,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.sgd-momentum,alpha,optimizer,sgdMomentum,optimizerSgdMomentum,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.shampoo,alpha,optimizer,shampoo,optimizerShampoo,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.sophia,alpha,optimizer,sophia,optimizerSophia,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.optimizer.weight-decay,alpha,optimizer,weightDecay,optimizerWeightDecay,OptimizerRequest,standard,architecture-agnostic,not-applicable,,alpha-briefing
alpha.pooling_resample.adaptive-avg-pool,alpha,pooling_resample,adaptiveAvgPool,poolingResampleAdaptiveAvgPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.adaptive-max-pool,alpha,pooling_resample,adaptiveMaxPool,poolingResampleAdaptiveMaxPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.area-resize,alpha,pooling_resample,areaResize,poolingResampleAreaResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.avg-pool,alpha,pooling_resample,avgPool,poolingResampleAvgPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.bicubic-resize,alpha,pooling_resample,bicubicResize,poolingResampleBicubicResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.bilinear-resize,alpha,pooling_resample,bilinearResize,poolingResampleBilinearResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.fractional-max-pool,alpha,pooling_resample,fractionalMaxPool,poolingResampleFractionalMaxPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.global-avg-pool,alpha,pooling_resample,globalAvgPool,poolingResampleGlobalAvgPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.grid-sample,alpha,pooling_resample,gridSample,poolingResampleGridSample,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.lanczos-resize,alpha,pooling_resample,lanczosResize,poolingResampleLanczosResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.linear-resize,alpha,pooling_resample,linearResize,poolingResampleLinearResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.lp-pool,alpha,pooling_resample,lpPool,poolingResampleLpPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.max-pool,alpha,pooling_resample,maxPool,poolingResampleMaxPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.min-pool,alpha,pooling_resample,minPool,poolingResampleMinPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.nearest-resize,alpha,pooling_resample,nearestResize,poolingResampleNearestResize,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.roi-align,alpha,pooling_resample,roiAlign,poolingResampleRoiAlign,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.roi-pool,alpha,pooling_resample,roiPool,poolingResampleRoiPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.stochastic-pool,alpha,pooling_resample,stochasticPool,poolingResampleStochasticPool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.pooling_resample.unpool,alpha,pooling_resample,unpool,poolingResampleUnpool,TensorOpRequest,standard,architecture-agnostic,custom-adjoint,,mlir-linalg;stablehlo
alpha.position_encoding.absolute-position-embedding,alpha,position_encoding,absolutePositionEmbedding,positionEncodingAbsolutePositionEmbedding,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.alibi-bias,alpha,position_encoding,alibiBias,positionEncodingAlibiBias,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.dynamic-ntk-scaling,alpha,position_encoding,dynamicNtkScaling,positionEncodingDynamicNtkScaling,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.learned-phase-position,alpha,position_encoding,learnedPhasePosition,positionEncodingLearnedPhasePosition,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.long-rope,alpha,position_encoding,longRope,positionEncodingLongRope,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.position-interpolation,alpha,position_encoding,positionInterpolation,positionEncodingPositionInterpolation,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.randomized-position,alpha,position_encoding,randomizedPosition,positionEncodingRandomizedPosition,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.relative-position-bias,alpha,position_encoding,relativePositionBias,positionEncodingRelativePositionBias,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.rotary-position,alpha,position_encoding,rotaryPosition,positionEncodingRotaryPosition,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.rotary-position2d,alpha,position_encoding,rotaryPosition2d,positionEncodingRotaryPosition2d,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.rotary-position-interleaved,alpha,position_encoding,rotaryPositionInterleaved,positionEncodingRotaryPositionInterleaved,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.sinusoidal-position,alpha,position_encoding,sinusoidalPosition,positionEncodingSinusoidalPosition,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.t5-relative-bias,alpha,position_encoding,t5RelativeBias,positionEncodingT5RelativeBias,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.xpos,alpha,position_encoding,xpos,positionEncodingXpos,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.position_encoding.yarn,alpha,position_encoding,yarn,positionEncodingYarn,TensorOpRequest,standard,architecture-agnostic,differentiable,attention-prologue,
alpha.probability_loss.adaptive-softmax-loss,alpha,probability_loss,adaptiveSoftmaxLoss,probabilityLossAdaptiveSoftmaxLoss,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.binary-cross-entropy,alpha,probability_loss,binaryCrossEntropy,probabilityLossBinaryCrossEntropy,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.contrastive-loss,alpha,probability_loss,contrastiveLoss,probabilityLossContrastiveLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.cosine-embedding-loss,alpha,probability_loss,cosineEmbeddingLoss,probabilityLossCosineEmbeddingLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.crf-backward,alpha,probability_loss,crfBackward,probabilityLossCrfBackward,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.crf-forward,alpha,probability_loss,crfForward,probabilityLossCrfForward,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.cross-entropy,alpha,probability_loss,crossEntropy,probabilityLossCrossEntropy,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.ctc-loss,alpha,probability_loss,ctcLoss,probabilityLossCtcLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.dpo-loss,alpha,probability_loss,dpoLoss,probabilityLossDpoLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.entmax15,alpha,probability_loss,entmax15,probabilityLossEntmax15,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.focal-loss,alpha,probability_loss,focalLoss,probabilityLossFocalLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.gumbel-softmax,alpha,probability_loss,gumbelSoftmax,probabilityLossGumbelSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.halting-calibration-loss,alpha,probability_loss,haltingCalibrationLoss,probabilityLossHaltingCalibrationLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.hellinger-distance,alpha,probability_loss,hellingerDistance,probabilityLossHellingerDistance,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.hierarchical-softmax-loss,alpha,probability_loss,hierarchicalSoftmaxLoss,probabilityLossHierarchicalSoftmaxLoss,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.huber-loss,alpha,probability_loss,huberLoss,probabilityLossHuberLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.info-nce-loss,alpha,probability_loss,infoNceLoss,probabilityLossInfoNceLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.ipo-loss,alpha,probability_loss,ipoLoss,probabilityLossIpoLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.js-divergence,alpha,probability_loss,jsDivergence,probabilityLossJsDivergence,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.kl-divergence,alpha,probability_loss,klDivergence,probabilityLossKlDivergence,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.kto-loss,alpha,probability_loss,ktoLoss,probabilityLossKtoLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.label-smoothed-cross-entropy,alpha,probability_loss,labelSmoothedCrossEntropy,probabilityLossLabelSmoothedCrossEntropy,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.load-balance-loss,alpha,probability_loss,loadBalanceLoss,probabilityLossLoadBalanceLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.log-softmax,alpha,probability_loss,logSoftmax,probabilityLossLogSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.mae-loss,alpha,probability_loss,maeLoss,probabilityLossMaeLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.margin-ranking-loss,alpha,probability_loss,marginRankingLoss,probabilityLossMarginRankingLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.masked-softmax,alpha,probability_loss,maskedSoftmax,probabilityLossMaskedSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.memory-reconstruction-loss,alpha,probability_loss,memoryReconstructionLoss,probabilityLossMemoryReconstructionLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.mse-loss,alpha,probability_loss,mseLoss,probabilityLossMseLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.noise-contrastive-estimation,alpha,probability_loss,noiseContrastiveEstimation,probabilityLossNoiseContrastiveEstimation,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.online-softmax,alpha,probability_loss,onlineSoftmax,probabilityLossOnlineSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.orpo-loss,alpha,probability_loss,orpoLoss,probabilityLossOrpoLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.preference-loss,alpha,probability_loss,preferenceLoss,probabilityLossPreferenceLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.renyi-divergence,alpha,probability_loss,renyiDivergence,probabilityLossRenyiDivergence,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.reverse-kl,alpha,probability_loss,reverseKl,probabilityLossReverseKl,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.reward-model-loss,alpha,probability_loss,rewardModelLoss,probabilityLossRewardModelLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.route-consistency-loss,alpha,probability_loss,routeConsistencyLoss,probabilityLossRouteConsistencyLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.sampled-softmax-loss,alpha,probability_loss,sampledSoftmaxLoss,probabilityLossSampledSoftmaxLoss,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.sequence-risk-loss,alpha,probability_loss,sequenceRiskLoss,probabilityLossSequenceRiskLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.smooth-l1-loss,alpha,probability_loss,smoothL1Loss,probabilityLossSmoothL1Loss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.softmax,alpha,probability_loss,softmax,probabilityLossSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.sparsemax,alpha,probability_loss,sparsemax,probabilityLossSparsemax,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.temperature-softmax,alpha,probability_loss,temperatureSoftmax,probabilityLossTemperatureSoftmax,TensorOpRequest,standard,architecture-agnostic;future-or-emulated,differentiable,softmax;loss,
alpha.probability_loss.triplet-loss,alpha,probability_loss,tripletLoss,probabilityLossTripletLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.probability_loss.wasserstein-loss,alpha,probability_loss,wassersteinLoss,probabilityLossWassersteinLoss,TensorOpRequest,standard,architecture-agnostic,differentiable,softmax;loss,
alpha.quantization.asymmetric-quantize,alpha,quantization,asymmetricQuantize,quantizationAsymmetricQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.binary-code-quantize,alpha,quantization,binaryCodeQuantize,quantizationBinaryCodeQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.block-scale-quantize,alpha,quantization,blockScaleQuantize,quantizationBlockScaleQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.codebook-quantize,alpha,quantization,codebookQuantize,quantizationCodebookQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.compute-amax,alpha,quantization,computeAmax,quantizationComputeAmax,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.compute-scale,alpha,quantization,computeScale,quantizationComputeScale,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.compute-zero-point,alpha,quantization,computeZeroPoint,quantizationComputeZeroPoint,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.dequantize,alpha,quantization,dequantize,quantizationDequantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.dynamic-quantize,alpha,quantization,dynamicQuantize,quantizationDynamicQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.error-feedback-quantize,alpha,quantization,errorFeedbackQuantize,quantizationErrorFeedbackQuantize,QuantizationRequest,research,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.fake-quantize,alpha,quantization,fakeQuantize,quantizationFakeQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.hadamard-quantize,alpha,quantization,hadamardQuantize,quantizationHadamardQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.microscale-quantize,alpha,quantization,microscaleQuantize,quantizationMicroscaleQuantize,QuantizationRequest,standard,architecture-agnostic;future-or-emulated,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.outlier-restore,alpha,quantization,outlierRestore,quantizationOutlierRestore,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.outlier-split,alpha,quantization,outlierSplit,quantizationOutlierSplit,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-binary,alpha,quantization,packBinary,quantizationPackBinary,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-fp8,alpha,quantization,packFp8,quantizationPackFp8,QuantizationRequest,standard,architecture-agnostic;future-or-emulated,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-int2,alpha,quantization,packInt2,quantizationPackInt2,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-int4,alpha,quantization,packInt4,quantizationPackInt4,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-int8,alpha,quantization,packInt8,quantizationPackInt8,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-nf4,alpha,quantization,packNf4,quantizationPackNf4,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.pack-ternary,alpha,quantization,packTernary,quantizationPackTernary,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-channel-quantize,alpha,quantization,perChannelQuantize,quantizationPerChannelQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-column-quantize,alpha,quantization,perColumnQuantize,quantizationPerColumnQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-group-quantize,alpha,quantization,perGroupQuantize,quantizationPerGroupQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-row-quantize,alpha,quantization,perRowQuantize,quantizationPerRowQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-tensor-quantize,alpha,quantization,perTensorQuantize,quantizationPerTensorQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.per-token-quantize,alpha,quantization,perTokenQuantize,quantizationPerTokenQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.product-quantize,alpha,quantization,productQuantize,quantizationProductQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.quantization-calibration,alpha,quantization,quantizationCalibration,quantizationQuantizationCalibration,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.quantization-error-metric,alpha,quantization,quantizationErrorMetric,quantizationQuantizationErrorMetric,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.quantize,alpha,quantization,quantize,quantizationQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.requantize,alpha,quantization,requantize,quantizationRequantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.residual-quantize,alpha,quantization,residualQuantize,quantizationResidualQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.rotation-quantize,alpha,quantization,rotationQuantize,quantizationRotationQuantize,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.round-to-nearest-even,alpha,quantization,roundToNearestEven,quantizationRoundToNearestEven,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.round-toward-negative,alpha,quantization,roundTowardNegative,quantizationRoundTowardNegative,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.round-toward-positive,alpha,quantization,roundTowardPositive,quantizationRoundTowardPositive,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
alpha.quantization.round-toward-zero,alpha,quantization,roundTowardZero,quantizationRoundTowardZero,QuantizationRequest,standard,architecture-agnostic,straight-through-or-none,quantize;epilogue,cutlass;cublaslt;bitnet
